id,name,mean,asco,username,confirm,likes,rating,total_rate
1965,Eccentric,"מוזר, חריג",Accent= מבטא. מי שיש לו מבטא הוא יכול להשימע מוזר וקצת חריג בנוף.,איתי ויהל,1,0,0.0,0
1966,Embitter,גורם התמרמרות,שהם (em) יותר טובים better ממך זה גורם לך להתמרמר,איתי ויהל,1,0,0.0,0
1967,Odor,"ריח, ניחוח",נשמע כמו הדר. לפירות הדר יש ריח מאוד חזק,איתי ויהל,1,0,0.0,0
1968,Grant,מענק,"Green- ירוק, דולרים ירוקים- מענק",אנונימי,1,0,0.0,0
1969,Rage,זעם,שמשהו רע (ra) מגיע (קצת דומה ל-ge) זה מעורר זעם,איתי ויהל,1,0,0.0,0
1970,Raid,פשיטה,Raid זה שם החברה של הקוטלי נמלים וחרקים. כאשר הנמלים עושות לך פשיטה בבית אין לך ברירה וכדי לחסלן אתה חייב להשתמש בחומר הזה. ,איתי ויהל,1,0,0.0,0
1971,Rubber,גומי,שילוב של רע (ru) ודב (bear). דב רע זה דובון גומי כי הוא עושה חורים בשיניים,איתי ויהל,1,0,0.0,0
1972,Stain,כתם,כתם זה משהו שלא יורד אלא נשאר (stay) בתוך (in) הבגד,איתי ויהל,1,0,0.0,0
1973,Coffin,"ארון מתים, ארון קבורה",הסרטון הויראלי של חבורת גברים אפריקאים רוקדים כשהם נושאים את ארון המתים על כתיפיהם בטקסי קבורה נקרא - coffin dance !,אוהד,1,0,0.0,0
1974,Link,"לחבר, חוליה, קישור ",הלינק מחבר אותי לשיעור ,אנונימי,1,0,0.0,0
1975,Relate,"להתייחס, לייחס, לספר, לתאר",כמו relationship ,אנונימי,1,0,0.0,0
1976,Strike,"להכות, לתקוף, לשבות, שביתה",מי שבשביתה הולך לבאולינג ועושה סטרייק,אנונימי,1,0,0.0,0
1977,Aggravate,החמיר,מזכיר את אגראבה-העיר של אלאדין. עיר מוסלמית-הסלים=החמיר,Implitiman,1,0,0.0,0
1978,Curve,"עקומה, פניה","עם הקורבט שלי(שם של רכב ספורט,מזכיר curve) קל לקחת פניה/עקומה במהירות גבוהה",אוהד,1,0,0.0,0
1979,Curve,"עקומה, פניה","עם הקורבט שלי(שם של רכב ספורט,מזכיר curve) קל לקחת פניה/עקומה במהירות גבוהה",אוהד,1,0,0.0,0
1980,Curve,"עקומה, פניה","עם הקורבט שלי(שם של רכב ספורט,מזכיר curve) קל לקחת פניה/עקומה במהירות גבוהה",אוהד,1,0,0.0,0
1981,Deliberation,דיון,השחרור (liberation) שלך מהצבא לא נתון לדיון,אילה,1,0,0.0,0
1982,Denial,הכחשה,הדנים (deni) לא (al) יכולים להכחיש עוד את השואה,אילה,1,0,0.0,0
1983,Desolate,"שומם, נטוש",הוא לא (de) איחר (late) לבד (solo) לכן המקום נראה שומם ונטוש,אילה,1,0,0.0,0
1984,Destructive,הרסני,"המשאית (the truck), טיבה (tive) להיות הרסנית",אילה,1,0,0.0,0
1985,Detract,"להפחית, לגרוע",אתה לא (de) מושך (attract) אתה מפחית וגורע מהמשיכה!,אילה,1,0,0.0,0
1986,Deviant,סוטה,הדיווה (devi) לא (not) סוטה,אילה,1,0,0.0,0
1987,Device,מכשיר,הוא עשה דאב (dev) אחרי שהוא הצליח להוציא קרח (ice) מהמכשיר,אילה,1,0,0.0,0
1988,Devise,"לתכנן, להמציא",מי שהמציא / תיכן את הוויזה (the vise) הוא גאון,אילה,1,0,0.0,0
1989,Divine,אלוהי,היין הזה פשוט אלוהי!,אילה,1,0,0.0,0
1990,Divinity,אלוהות,לצלולל (dive) מבלי להיקרא שובב (naughty) זה ממש אלוהות!,אילה,1,0,0.0,0
1991,Ease,"להקל, קלוּת",כשמבינים שמקור המילה זה easy (קל) זה יכול להקל על זיהוי המילה,אילה,1,0,0.0,0
1992,Amateur,חובבן,המטאור מסקרן את חובבן החלל,אנונימי,1,0,0.0,0
1993,Drift,"סחיפה, להסחף","כשעושים דריפט עם אוטו, האוטו נסחף עם הכיוון של החריקה",דניאל,1,0,0.0,0
1994,Foil,לסכל,אם אני לא רוצה להיכשל (F) אני צריך לסכל את המזימה של החברים שלי לשפוך שמן על הבחינות,אילה,1,0,0.0,0
1995,Indifference,אדישות,"הוא לא (in) משתנה (difference), נשאר באותו מצב - אדיש",אילה,1,0,0.0,0
1996,Inquiry,חקירה,"מזכיר לי - quite, חקירה עושים בשקט, מאחורי הקלעים.",אילה,1,0,0.0,0
1997,Deficiency,מחסור ,De - שלילה. ficiency נשמע כמו פיננסי. שאין כסף אתה במצב של מחסור,איתי ויהל,1,0,0.0,0
1998,Intervene,להתערב,אל תיכנס לי לתוך (inter) הואן (vene) והחיים האישיים!,אילה,1,0,0.0,0
1999,Legible,קריא,"בל (ble) מהיפה והחיה יכול להפוך כל דבר לקריא, גם את הרגל שלה (leg)",אילה,1,0,0.0,0
2000,Lens,עדשה,אני רוצה לנסות (lensot) לשים עדשות,אילה,1,0,0.0,0
2001,Literary,ספרותי,"המכתב (letter) שארי (ary) כתב, מאוד ספרותי",אילה,1,0,0.0,0
2002,Literate,"משכיל, מלומד",מי שמבין שאי אפשר לאכול (ate) ליטרים (liter) הוא משכיל ומלומד,אילה,1,0,0.0,0
2003,License,"לאשר, להתיר/רישיון","כדי שיאשר לך רישיון, אתה צריך לשקר (lie) ולהגיד שעשית אינסוף (cense) שיעורים",אילה,1,0,0.0,0
2004,Nocturnal,לילי,אל (al) תדפוק (nock) על הדלת באמצע הלילה!!,אילה,1,0,0.0,0
2005,Notify,"להודיע, ליידע",פעם הבאה תשאיר פתק (not) להודיע איפה אתה אם (if) אני (I) לא נמצא,אילה,1,0,0.0,0
2006,Overlooked,העלים עין,"פעם הוא מסתכל (look) יותר מידי (over) ופעם הו מעלים עין, אין אמצע?!",אילה,1,0,0.0,0
2007,Party,"מסיבה, מפלגה",כל המסיבות הן לכבוד מפלגות שממנות אותן,אילה,1,0,0.0,0
2008,Perceive,"להבחין, לראות",הוא יכול לזהות פר סיב (להבחין בפרטים),אילה,1,0,0.0,0
2009,Permit,"אישור, רישיון/להרשות","יש לי אישור לעשות רישיון ולהרשות לאנשים אחרים לנהוג, אבל הביטוח הוא פר דקה (minute)",אילה,1,0,0.0,0
2010,Persuasion,שכנוע,שמעון פרס נתן שכנוע יפה לאומה (nation),אילה,1,0,0.0,0
2011,Piece,"חלק, חתיכה/יצירה","כדי לעשות שלום (peace) לא מספיק להביא יצירה לצד השני, צריך גם להביא חלק ממך",אילה,1,0,0.0,0
2012,Pipe,צינור,הפיפי שלנו עובר דרך צינור הביוב,אילה,1,0,0.0,0
2013,Plausible,"סביר, מתקבל על הדעת","משהו שהוא אפשרי (possible) שהוא יקרה, סביר, מתקבל על הדעת",אילה,1,0,0.0,0
2014,Plot,"עלילה/חלקה (חלקת אדמה)/להכין תרשים/לזמום, לקשור קשר",המפיק בטעות פלט שהמשימה שלנו היא להכין תרשים של עלילה בה אנשים זוממים לקשור קשר כנגד חלקת אדמה,אילה,1,0,0.0,0
2015,Practical,מעשי,מי שבונה פרקט (pract) לרצפה הוא אדם מעשי,אילה,1,0,0.0,0
2016,Prevent,למנוע,צריך למנוע מהאירוע (event) להתחיל לפני (pre) שיהיה אסון,אילה,1,0,0.0,0
2017,Prevention,מניעה,אין מניעה מלאכול פרי (pre) או תיון (tion),אילה,1,0,0.0,0
2018,Probable,"סביר, מתקבל על הדעת",זה רק סביר שיהיו אנשים שיהיו לטובת (pro) בועות (bubble),אילה,1,0,0.0,0
2019,Process,"לעבד, לעכל/תהליך","כמו בfood processor - מעבד מזון, המזון נהיה מעובד אחרי תהליך",אילה,1,0,0.0,0
2020,Prohibit,"לאסור, למנוע","מי שבעד (pro) להביט (hibit) מהצד כשמנסים למנוע ולאסור על אנשים לטייל, הוא פושע!",אילה,1,0,0.0,0
2021,Project,"לתכנן/פרוייקט, מיזם/להשליך, להקרין",אני רוצה לתכנן פרוייקט שבו משליכים דברים על אנשים שמקרינים אור,אילה,1,0,0.0,0
2022,Recline,"לנוח, להישען","Rely on the incline, כלומר להישען או לנוח על השיפוע",ויקטור א.,1,0,0.0,0
2023,Litter,"לכלך, השליך פסולת",אם אתה שופך הרבה ליטרים של דברים אתה מלכלך,תומר,1,0,0.0,0
2024,Promote,לקדם,אני בעד (pro) לקדם את המוטו (mote) שלי,אילה,1,0,0.0,0
2025,Promotion,קידום,לקראת הנשף (prom) אתה שם בושם אושן (otion) כדי שיחשבו שאתה חשוב וקיבלת קידום,אילה,1,0,0.0,0
2026,Proportion,"שיעור, מדידה",יש לי שיעור באיך למדוד פרופורציה (proportion),אילה,1,0,0.0,0
2027,Prosperity,"צמיחה, שגשוג",פרופסורים צומחים ומשגשגים,אילה,1,0,0.0,0
2028,Prosperous,"משגשג, מצליח","אנחנו (us) בעד (Pro) ג'ק ספרו (spero), הוא אדם משגשג ומצליח",אילה,1,0,0.0,0
2029,Pursue,לרדוף,"הוא גנב לי את הארנק (purse) , והייתי צריך לרדוף אחריו",אילה,1,0,0.0,0
2030,Pursuit,מרדף,אדם במרדף לרוב לא עושה זאת בחליפה (suit) ואם ארנק (purse),אילה,1,0,0.0,0
2031,Quantify,לכמת,נשמע כמו לספור (count),אילה,1,0,0.0,0
2032,Quantity,כמות,"Its not the quantity, its the quality (זה לא האיכות, זאת הכמות)",אילה,1,0,0.0,0
2033,Radically,באופן קיצוני,זרמים רדיקלים הם זרמים קיצוניים,אילה,1,0,0.0,0
2034,Rank,דרגה,רנ&quot;ג (רנ&quot;ק) דרגה בצבא,אילה,1,0,0.0,0
2035,Ray,"קרן, אלומת אור",קרן מביטה בראי (ray) ורואה את אלומות האור סביבה,אילה,1,0,0.0,0
2036,Razor,סכין גילוח,רז צריך סכין גילוח כדי שיראו את העור שלו,אילה,1,0,0.0,0
2037,Reinvigorate,"לרענן, להמריץ מחדש","איך שהגור (gor) אוכל (ate) יכול להציב ראי (rei) לחברה, לרענן את ערכיה ולהמריץ מחדש אנשים לתרום לצער בעלי חיים",אילה,1,0,0.0,0
2038,Remainder,שארית,"אם נזכיר לו שוב ושוב (re) שהדבר המרכזי (main) שחשוב בחילוץ הוא הדלת (door), גם בשארית כוחותיו הוא יצליח להימלט",אילה,1,0,0.0,0
2039,Respective,שייך בהתאמה,אם תכבדו (respect) את איב (ive) תראו איך היא תרגיש שייכת בהתאמה למה שהיא עברה,אילה,1,0,0.0,0
2040,Respectively,בהתאמה,אלי (ely) הוא אדם די סקפטי (spect) צריך להתייחס בהתאמה לכך,אילה,1,0,0.0,0
2041,Restriction,הגבלה,יש לתעלולים (tric) של שון (tion) הגבלה,אילה,1,0,0.0,0
2042,Rough,"קשה, מחוספס",לא לכל כלב שנובח (ראף!) יש באמת אישיות קשה ומחוספסת,אילה,1,0,0.0,0
2043,Spoil,לקלקל,"נשמע כמו פויול, שחקן הגנה תותח שהורס את ההתקפות של היריבים.",דוראל דוד,1,0,0.0,0
2045,Demonstrate,"להדגים, להפגין",דיימון רוצה שייתייחסו אליו כמו שמתייחסים לסטרייטים אז הוא מפגין. דמו- מדגים,אנונימי,1,0,0.0,0
2046,Fragrant ,"מפיץ ריח טוב, נעים, מענג",ההפך מריח של צפרדע (frog),אנונימי,1,0,0.0,0
2047,Rudimentary,"יסודי, בסיסי",רודי (rudi) הולך לבית ספר יסודי (elementary),אילה,1,0,0.0,0
2048,Rudimentary,"יסודי, בסיסי",רודי (rudi) הולך לבית ספר יסודי (elementary),אילה,1,0,0.0,0
2049,Sake,"תועלת, עניין","בשק יש המון תועלת, דברים לעניין",אילה,1,0,0.0,0
2050,Screen,"לסרוק/מסך, צג, וילון/לסנן","כשסורקים משהו, צריך לסנן את הקרינה לפני שיגיע למסך",אילה,1,0,0.0,0
2051,Settle,"לסדר, להתיישב",צריך לשבת (sit) כדי לסדר את עניין ההתיישבות,אילה,1,0,0.0,0
2052,Seek,לבקש/לחפש,במחבואים (hide &amp; seek) יש מישהו שמתחבא ומישהו שצריך לחפש אותו. לבקש ממנו לצאת יכולה להיות טכניקה למצוא אותו,אילה,1,0,0.0,0
2053,Sought,חיפש,כדי לחפש (sought) משהו שאיבדתי צריך לחשוב (thought) לפני זה איפה זה היה בפעם האחרונה,אילה,1,0,0.0,0
2054,Halt,"לעצור, להפסיק, עצירה",נשמע כמו חל&quot;ת(חופשה ללא תשלום) - חלת זה להפסיק/לעצור את העבודה,אוהד,1,0,0.0,0
2055,Hazardous,מסוכן,לאוהבי כדורגל - הזארד הוא חלוץ מסוכן,א.,1,0,0.0,0
2056,Peculiar,"מוזר,מיוחד","הדמות pec מחברים בחווה מוזרה, אבל מיוחדת",ויקטור א.,1,0,0.0,0
2057,Implant,לשתול,מורכב מPLANT (צמח) וIM (אם) - אם תשתול את הצמח הגינה תיהיה יפה,אנונימי,1,0,0.0,0
2058,Orchids,סחלבים,המילה מזכירה את המילה 'אורכידאה' - מלון אורכידיאה מקושט בסחלבים,אנונימי,1,0,0.0,0
2059,Deposit,הפקדה,POSIT מזכיר את המילה POSITIVE - מצב חיובי בבנק נוצר ע&quot;י הפקדה של כסף,אנונימי,1,0,0.0,0
2060,AWARDED,העניק,AWARD - פרס. אוארד העניק פרס ,אנונימי,1,0,0.0,0
2061,CLING,להיצמד,מזכיר את הצליל 'קלינג' - צריך להיצמד עד שישמע קלינג,אנונימי,1,0,0.0,0
2062,RESORT,אתר נופש,מזכיר את המילה restaurant- באתר נופש יש מסעדה טובה,אנונימי,1,0,0.0,0
2063,GRIN,זועם,מר גרין מאוד זועם (גרר גרר),אנונימי,1,0,0.0,0
2064,Severe,חמור,הוא קיבל אותם בסבר פנים חמורות,אילה,1,0,0.0,0
2065,Shift,משמרת/להזיז,בכל משמרת יש להזיז את כפתור הshift במקלדת למקום אחר.,אילה,1,0,0.0,0
2066,Side effect,תופעת לוואי,"התוצאה (effect) של התרופה הזאת היא שאנשים הולכים על הצד, למרות שזה לא היה התכנון המקורי! זוהי רק תופעת לוואי",אילה,1,0,0.0,0
2067,Simplicity,פשטות,בעיר (city) הפשוטה (simple) הזו חיים בפשטות,אילה,1,0,0.0,0
2068,Skyrocket,להאמיר,הטיל (rocket) עלה בהדרגה לשמיים (sky),אילה,1,0,0.0,0
2069,Skyscraper,גורד שחקים,הגורד שחקים הזה עצום! הוא נראה כמו צעיף (scarf) של השמיים (sky),אילה,1,0,0.0,0
2070,Spark,"גיץ, ניצוץ","נשמע כמו נביחה (bark), יש לזה ולגיצים/ניצוצות דברים דומים, הם יכולים להבהיל, הם פתאומיים, לא בהכרח מסוכנים",אילה,1,0,0.0,0
2071,Spirit,"כוונה, רוח הדברים/רוח רפאים, נפש","כשהספרייט מדבר, רוח הדברים שלו נשמעים כמו של מישהו עם נפש אחרת, ממש רוח רפאים!",אילה,1,0,0.0,0
2072,To Evolve ,"לפתח , להתפתח",אבה (ev) הוא תהב להתפתח ולפתח את המוצר שלו,יעל,1,0,0.0,0
2073,Aboard,מחוץ לארץ,"אם אתה לוקח board-סוג של לוח, זה כי אתה יוצא מחוץ איתו",אנונימי,1,0,0.0,0
2074,Acclimate,"להתאקלם,להסתגל","כשיש אקלים חדש, צריך להסתגל אליו, ולהתאקלם בהתאם",Legevolt,1,0,0.0,0
2075,Adversite,לפרסם ,Ad-מודעה site- אתר. לפעמים מפרסמים באתר מודעות.,Legevolt,1,0,0.0,0
2077,Alarming,"מעורר חשש, פחד וכו","Alarm clock-שעון מעורר, כשהוא פועל, זה מפחיד אותי, מעורר לי חשש",Legevolt,1,0,0.0,0
2079,Allotment,"הקצאה, מנה, חלקה","A lot- הרבה, כשאתה מקבל הרבה, אתה צריך להביא גם לעובדים שלך הקצאה, חלקה",Legevolt,1,0,0.0,0
2080,Attest,לאמת,"כשאתה עושה טסט לרכב, אתה בעצם מאמת שהכל תקין כמו שאמור להיות",Legevolt,1,0,0.0,0
2081,Spiritual,רוחני,אתם (u) כולכם (al) שותים ספרייט (spirit) כדי לעלות בדרגה הרוחנית?,אילה,1,0,0.0,0
2082,Stabilize,לייצב,בילי ביקש ממני להישאר (stay) כדי לייצב את האווירה,אילה,1,0,0.0,0
2083,Stable,יציב,הרחוב (st.) הזה יכול (able) להיות יציב,אילה,1,0,0.0,0
2084,Steam,"אד, לאדות",צוות (team) אס S רוצה להשתמש באדים ולאדות את האויבים שלו,אילה,1,0,0.0,0
2085,Straightforward,ישיר,"אדם ישיר אף פעם לא יפנה לצדדים, אלא יילך ישר (straight) קדימה (forward)",אילה,1,0,0.0,0
2086,Stream,"לזרום, נחל, זרם","אדם שהוא מיינסטרים יילך קדימה, עם הזרם ולא יחשוב על מה כדאי לעשות",אילה,1,0,0.0,0
2087,Interject,להכניס בין דברים(למשל להפריע לאדם שמדבר),רק אידיוט(jerk) נכנס לך בתוך(in) הדברים,ויקטור א.,1,0,0.0,0
2088,Faith,אמונה,"נשמע כמו להילחם לתת פייט, אתה נותן פייט בשביל מה שאתה מאמין בו ",יעל,1,0,0.0,0
2089,Fency,"רצון, חשק, מגונדר, מקושט",את רוצה וחושקת בלעשות פאן (fen)? תשובה:cy (כן הספרדים ) אני אוהבת להתגנדר ,יעל,1,0,0.0,0
2090,Flake,"חלקיק, פתית","Flake נשמע כמו פליקס, הוא ריסק לחלקים את הפנים שלך… והוא עוד קורא לזה &quot;פליק&quot;",יעל ק,1,0,0.0,0
2091,Forecast,תחזית,"מזכיר קצת את המילה פוקוס, &quot;צריך להיות בפוקוס על התחזית שלא נתקל בסופה&quot;",יעל ק,1,0,0.0,0
2092,Formation,"מבנה, היווצרות,מערך","נשמע כמו פורמייקה, השתמשנו בפורמייקה במערך המבנה והיווצרותו",יעל ק,1,0,0.0,0
2093,Foresee,"לחזות, לצפות מראש",לחזות זה לראות את העתיד for see לראות לfor away לראות למרחוק לראות תעתיד,יעל ק,1,0,0.0,0
2094,Former,"קודם, לשעבר, ראשון (מבין השניים)",יש לו פור(for) ממשהו ,יעל ק,1,0,0.0,0
2095,Formulation,"ניסוח, יצירה באמצעות נוסחה",נשמע כמו פורמולה שזה ניסוח ,יעל ק,1,0,0.0,0
2096,Foundation,יסוד/יסודות,מצאנו (found) תאריך(date) לבניית יסודות בבית החדש,יעל ק,1,0,0.0,0
2097,Frame,מסגרת,"תזוז לי מהפריים, תזוז לי המסגרת של המצלמה ",יעל ק,1,0,0.0,0
2098,Frequency,תדירות,יש במקום שאני לומדת בו אנגלית פריקים בתדירות גבוהה,יעל ק,1,0,0.0,0
2099,Upheaval,"מהפך, תהפוכות, סערה",הייתה סערה בעקבות המהפך של הרשע (evil) בו הוא עלה (up) לשלטון,רובי,1,0,0.0,0
2100,Rapid,מהיר,מהיר רפיד נשמע דומה ל- יאיר לפיד,אלחנן,1,0,0.0,0
2101,Led to,הוביל ל,במקום חשוך נורת לד מובילה אותך לדרך הנכונה,אלחנן,1,0,0.0,0
2102,Strike,"הכה, התקיף/שביתה",הוא הכה את כל הפינים של הבאולינג ועשה סטרייק ממש לפני השביתה של כל אולמות הבאולינג,אילה,1,0,0.0,0
2103,Structure,"מבנה, לבנות",הטרקטור (tructure) עוזר לבנות את המבנה,אילה,1,0,0.0,0
2104,Stumble,למעוד,איך הצלחת למעוד כמו איזה טמבל? (tumble),אילה,1,0,0.0,0
2105,Tendency,נטיה,יש 10 (ten) רקדנים (denc) שנוטים לכיוון מסויים בריקוד שלהם,אילה,1,0,0.0,0
2106,Surface,פני השטח,"תסור (sur) עם הפנים (face) שלך מהשטח שלי, או שאקבור אותך ולא תהיה מעל פני השטח",אילה,1,0,0.0,0
2107,Sufficient,מספיק,סופי (suffi) עישנת (icient) מספיק,אילה,1,0,0.0,0
2108,Substitute,תחליף,"זה סבבה לעשות טיטוא, זה יכול להוות תחליף לשטיפת הרצפה",אילה,1,0,0.0,0
2109,Relapse,הישנות,"Lapse , כמו &quot;לופ&quot;, קורה בלופים, הישנות.",אנונימי,1,0,0.0,0
2110,Ferment,תסיסה,Fer - להפר Ment - מנטוס המנטוס מפר את האיזון של הקולה ויתור תסיסה של הגזים.,ארי,1,0,0.0,0
2111,Fertile,פורה ,Fertile - פרי טיל הפרי הזה הוא כל כך פורה הוא פרי טיל,ארי,1,0,0.0,0
2112,Fetus,עובר ,Fet - משמין Us - אותנו העובר משמין אותנו,ארי,1,0,0.0,0
2113,Retrieve,להשיב,"הכלב שלי, גולדן רטריבר (retrieve), תמיד משיב לי את הכדור",אביה,1,0,0.0,0
2114,Opaque,אטום,הופה קיו מה אתה כזה אטום,Implicitman,1,0,0.0,0
2115,Reverence,"הערצה,הערכה,יראת כבוד",Rev - רב er - עיר ence - נס רב עיר שעשה נס לבני עירו סוכה להערכה להערצה ויראת כבוד ,ארי ז.,1,0,0.0,0
2116,Dense,צפוף,מזכיר DANCE - רחבת הריקודים צפופה,גל,1,0,0.0,0
2117,Snowered,נודד,SNOW מזכיר שלג - נודד אל השלג,גל,1,0,0.0,0
2118,AJAR,פתוח במקצת,מזכיר JAR - צנצנת - הצנצנת פתוחה במקצת,אנונימי,1,0,0.0,0
2119,Reciting,לדקלם,"מזכיר SITE - אתר, RE - שוב - לדקלם שוב את הדרך הביתה",אנונימי,1,0,0.0,0
2120,Taper,מחודד,מזכיר TOP - הקצה של העיפרון מחודד,אנונימי,1,0,0.0,0
2121,Mourning,"אבל, מתאבל",בבוקר (morning) מתאבלים על זה שצריך לקום מוקדם,אביה,1,0,0.0,0
2122,Arrest,"מעצר, לעצור","Arrest מזכיר את הפיוט אֲרֶשֶׁת שְׂפָתֵינוּ, שבו אומרים אֲרֶשֶׁת ואז עוצרים ",אלחנן,1,0,0.0,0
2123,Baker,אופה,ברחוב בייקר נמצא תמיד ווטסון שהוא רופא וזה נשמע כמו אופה,אלחנן,1,0,0.0,0
2124,Bear,"דב, לסבול/ לשאת",קשה לסבול/לשאת חיבוק דב,אלחנן,1,0,0.0,0
2125,Terminate,"לסיים, לחסל","את הטיול שלי, שהתחיל בטרמינל, סיימתי בחיסול כל האוכל שלי (ate)",אילה,1,0,0.0,0
2126,Terrain,שטח,יש גשם (rain) על כל השטח של טרה (terra),אילה,1,0,0.0,0
2127,Tolerance,סובלנות,צריל להיות סובלנים גם לאנשים גבוהים ממך ולאנסים,אילה,1,0,0.0,0
2128,Tolerate,לסבול,"אם אתה מרשה למישהו להשתמש בשרותים (toilet) שלך, תצטרך לסבול בשקט עם הריח אחכ ",אילה,1,0,0.0,0
2129,Ultimate,"מוחלט, סופי","הדבר האולטימטיבי הוא גם מוחלט, סופי",אילה,1,0,0.0,0
2130,Unbearable,בלתי נסבל,"הדב (bear) לא (un) יכול (able) להפסיק לנהום, זה פשוט בלתי נסבל!",אילה,1,0,0.0,0
2131,Uncountable,אינספור,"אי (un) אפשר (able) לספור (count), כי זה פשוט אינספור!",אילה,1,0,0.0,0
2132,Undergo,"לעבור, להתנסות, לחוות",אני רוצה להתנסות בלעבור מתחת (under) ולחוות דברים שבהם פשוט הולכים (go),אילה,1,0,0.0,0
2133,Vain,שחצן/לשווא,"שחצן חושב שהוא הכי טוב ואין (vain) עוד מלבדו, כל ניסיון לשכנע אותו הוא לשווא",אילה,1,0,0.0,0
2134,Wisdom,"חכמה, בינה",מלשון wise,אילה,1,0,0.0,0
2135,Gap,פער,Gap הייתה יקרה בפער משאר החנויות ולכל הם לא הצליחו בארץ ועזבו,יעל ק,1,0,0.0,0
2136,Generation,"דור, ייצור","נשמע כמו ג'אנר , הדור הזה יוצרים כל מיני ג'אנרים במוזיקה שלא היו בעבר ",יעל ק,1,0,0.0,0
2137,Goal,מטרה,"נשמע כמו גול, המטרה של השחקנים כדורגל היא לעשות גול",יעל ק,1,0,0.0,0
2138,Grab,"לתפוס , לאחוז","מזכיר חלק מהמעלה זבל באנגלית, תתפוס את הזבל חזק כדי שלא יפתח והכל ישפך",יעל ק,1,0,0.0,0
2139,Gravity,"חומרה, רצינות","נשמע כמו גרביטציה, צריך להתייחס לכוח המשיכה ברצינות וחומר אחרת אנחנו יכולים למצוא את עצמינו בבית חולים או בקבר",יעל ק,1,0,0.0,0
2140,Greed,"חמדן , תאוות בצע",Gree נשמע כמו להסכים(agree) חמדן מרשה לעצמו מותרות ודברים אסורים ,יעל ק,1,0,0.0,0
2141,Habitual,רגיל,הביט(habit) על הכל (al)שום דבר לא השתנה הכל רגיל,יעל ק,1,0,0.0,0
2142,Handful,"קומץ, חופן",מה שמתחילים למלה ביד זה קמצוץ/חופן,יעל ק,1,0,0.0,0
2143,Hatred,"שנאה, איבה","נשמע כמו הטרדה אם נוסיף בסוף המילה a, המוטרדת יש בה המון שנאה ואיבה למטריד",יעל ק,1,0,0.0,0
2144,Hazared,סיכון,מי שיהודי ומגיע לעזה הוא לוקח המון סיכון לחייו,יעל ק,1,0,0.0,0
2145,Headline,כותברת,ראשית השורות הדבר הראשי של השורות במחברת זה כותרת,יעל ק,1,0,0.0,0
2146,Cell,תא,"הכלא = cell, מורכב מהרבה תאים",אלחנן,1,0,0.0,0
2147,Recession,מיתון,ההתחלה מזכירה rise אורז הוא מאכל די זול או להקביל לפתיתים (אורז בן גוריון) שאכלו בתקופות של מיתון.,עופר,1,0,0.0,0
2148,Residue,שארית,"נשמע כמו yes I do, תיקח אותי לשארית חייך?",אריאל,1,0,0.0,0
2149,Preface,"הקדמה, מבוא","לפני שאתה פוגש אותה פנים מול פנים, אני אתן לך הקדמה עליה",אריאל,1,0,0.0,0
2150,Extinct,נכחד,מורכב מ- איקס ואינסטינקט. כלומר חיה שאין לה אינסטינקטים היא נכחדת,אלחנן,1,0,0.0,0
2151,Target,מטרה,"Get = לקבל, tar = טרה (החברה). משהו שאתה מקבל מהחברה טרה זה בעצם: מ-טרה :)",אלחנן,1,0,0.0,0
2152,Joulousy,קנאה,"נשמע כמו ג'ל, יש לה ג'ל לשיער ממש טוב, אני מקנאה בה ",יעל ק,1,0,0.0,0
2153,Justification,הצדקה,ג'סטין (justi) הצדיקו אותו על שימושו בסמים כי הוא מפורסם,יעל ק,1,0,0.0,0
2154,Idol,אליל,אני בובה (idol) אני הבובה של האליל שלי הוא מזיז אותי לאן שבא לו,יעל ק,1,0,0.0,0
2155,Imagainary,דמיוני,"הגזע הארי(ary) זה פרי דמיונם של הנאצים , imagain זה לדמיין",יעל ק,1,0,0.0,0
2156,Indostry,תעשייה,הוא מנסה(try) לפתח תעשייה עם הרבה מהנדסים (indus),יעל ק,1,0,0.0,0
2157,Infection,"דלקת, זיהום",נשמע כמו אינפקציה,יעל ק,1,0,0.0,0
2158,To infect,להדביק(במחלה),אינפקציה זה דבר שעלול לדבק, יעל ק,1,0,0.0,0
2159,Inspection,"בדיקה , פיקוח","נשמע כמו הקספקטרום, אנשים על הרצף צריכים פיקוח ובשירות תקופתיות",יעל ק,1,0,0.0,0
2160,Instant,"מיידי, רגע","מזכיר את המילה אינסטינקט, אם מישהו מבהיל אותי אני מייד צורחת זה אינסטינקט",יעל ק,1,0,0.0,0
2161,Instance,דוגמה,"בתוך (in) פארק הירקון יש הרבה חיות, לדוגמה תנים (tan) ",יעל,1,0,0.0,0
2162,Institute,מוסד . מכון,המוסד הזה החיים תותים (tut) עם נסטי (nsti) ,יעל,1,0,0.0,0
2163,Scattar,"פיזר,התפזר","Scattar - (נשמע כמו סקטים) הוא נסע בסקטים שלו והוא התהפך, וכל הדברים שלו התפזרו לכל עבר.",ארי ז.,1,0,0.0,0
2164,Spread,"התפשטות,הפיץ ",Spread - (נשמע כמו ספרד) האימפריה הספרדית החלה להתפשט ולכבוש את יבשת אמריקה והיא החלה להפיץ מחלות בקרב הילידים המקומיים,ארי ז.,1,0,0.0,0
